PassengerId,Survived,Pclass,SibSp,Parch,HasCabin,CatAge,CatFare,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Unique
114,0.0,3,1,0,False,0,1,False,False,True,True,False,False,False
115,0.0,3,0,0,False,0,2,False,False,False,True,False,False,False
116,0.0,3,0,0,False,0,1,True,False,True,False,True,False,False
117,0.0,3,0,0,False,3,0,True,True,False,False,True,False,False
118,0.0,2,1,0,False,2,2,True,False,True,False,True,False,False
119,0.0,1,0,1,True,1,3,True,False,False,False,True,False,False
120,0.0,3,4,2,False,0,2,False,False,True,True,False,False,False
121,0.0,2,2,0,False,0,3,True,False,True,False,True,False,False
122,0.0,3,0,0,False,1,1,True,False,True,False,True,False,False
123,0.0,2,1,0,False,2,2,True,False,False,False,True,False,False
124,1.0,2,0,0,True,2,1,False,False,True,True,False,False,False
125,0.0,1,0,1,True,3,3,True,False,True,False,True,False,False
126,1.0,3,1,0,False,0,1,True,False,False,False,False,False,False
127,0.0,3,0,0,False,1,0,True,True,False,False,True,False,False
128,1.0,3,0,0,False,1,0,True,False,True,False,True,False,False
129,1.0,3,1,1,True,1,2,False,False,False,True,False,False,False
130,0.0,3,0,0,False,3,0,True,False,True,False,True,False,False
131,0.0,3,0,0,False,2,0,True,False,False,False,True,False,False
132,0.0,3,0,0,False,0,0,True,False,True,False,True,False,False
133,0.0,3,1,0,False,3,2,False,False,True,False,False,True,False
134,1.0,2,1,0,False,2,2,False,False,True,False,False,True,False
135,0.0,2,0,0,False,1,1,True,False,True,False,True,False,False
136,0.0,2,0,0,False,1,2,True,False,False,False,True,False,False
137,1.0,1,0,2,True,0,2,False,False,True,True,False,False,False
138,0.0,1,1,0,True,3,3,True,False,True,False,True,False,False
139,0.0,3,0,0,False,0,1,True,False,True,False,True,False,False
140,0.0,1,0,0,True,1,3,True,False,False,False,True,False,False
141,0.0,3,0,2,False,1,2,False,False,False,False,False,True,False
142,1.0,3,0,0,False,0,0,False,False,True,True,False,False,False
143,1.0,3,1,0,False,1,2,False,False,True,False,False,True,False
144,0.0,3,0,0,False,0,0,True,True,False,False,True,False,False
145,0.0,2,0,0,False,0,1,True,False,True,False,True,False,False
146,0.0,2,1,1,False,0,3,True,False,True,False,True,False,False
147,1.0,3,0,0,False,1,0,True,False,True,False,True,False,False
148,0.0,3,2,2,False,0,3,False,False,True,True,False,False,False
149,0.0,2,0,2,True,3,2,True,False,True,False,True,False,False
150,0.0,2,0,0,False,3,1,True,False,True,False,False,False,True
151,0.0,2,0,0,False,3,1,True,False,True,False,False,False,True
152,1.0,1,1,0,True,0,3,False,False,True,False,False,True,False
153,0.0,3,0,0,False,3,1,True,False,True,False,True,False,False
154,0.0,3,0,2,False,3,2,True,False,True,False,True,False,False
155,0.0,3,0,0,False,1,0,True,False,True,False,True,False,False
156,0.0,1,0,1,False,3,3,True,False,False,False,True,False,False
157,1.0,3,0,0,False,0,0,False,True,False,True,False,False,False
158,0.0,3,0,0,False,2,1,True,False,True,False,True,False,False
159,0.0,3,0,0,False,1,1,True,False,True,False,True,False,False
160,0.0,3,8,2,False,1,3,True,False,True,False,False,False,False
161,0.0,3,0,1,False,3,2,True,False,True,False,True,False,False
162,1.0,2,0,0,False,3,2,False,False,True,False,False,True,False
163,0.0,3,0,0,False,1,0,True,False,True,False,True,False,False
164,0.0,3,0,0,False,0,1,True,False,True,False,True,False,False
165,0.0,3,4,1,False,0,3,True,False,True,False,False,False,False
166,1.0,3,0,2,False,0,2,True,False,True,False,False,False,False
167,1.0,1,0,1,True,1,3,False,False,True,False,False,True,False
168,0.0,3,1,4,False,3,2,False,False,True,False,False,True,False
169,0.0,1,0,0,False,1,2,True,False,True,False,True,False,False
170,0.0,3,0,0,False,1,3,True,False,True,False,True,False,False
171,0.0,1,0,0,True,3,3,True,False,True,False,True,False,False
172,0.0,3,4,1,False,0,2,True,True,False,False,False,False,False
173,1.0,3,1,1,False,0,1,False,False,True,True,False,False,False
174,0.0,3,0,0,False,0,1,True,False,True,False,True,False,False
175,0.0,1,0,0,True,3,2,True,False,False,False,True,False,False
176,0.0,3,1,1,False,0,0,True,False,True,False,True,False,False
177,0.0,3,3,1,False,1,2,True,False,True,False,False,False,False
178,0.0,1,0,0,True,3,2,False,False,False,True,False,False,False
179,0.0,2,0,0,False,2,1,True,False,True,False,True,False,False
180,0.0,3,0,0,False,3,0,True,False,True,False,True,False,False
181,0.0,3,8,2,False,1,3,False,False,True,True,False,False,False
182,0.0,2,0,0,False,1,2,True,False,False,False,True,False,False
183,0.0,3,4,2,False,0,3,True,False,True,False,False,False,False
184,1.0,2,2,1,True,0,3,True,False,True,False,False,False,False
185,1.0,3,0,2,False,0,2,False,False,True,True,False,False,False
186,0.0,1,0,0,True,1,3,True,False,True,False,True,False,False
187,1.0,3,1,0,False,1,2,False,True,False,False,False,True,False
188,1.0,1,0,0,False,3,2,True,False,True,False,True,False,False
189,0.0,3,1,1,False,3,2,True,True,False,False,True,False,False
190,0.0,3,0,0,False,3,0,True,False,True,False,True,False,False
191,1.0,2,0,0,False,2,1,False,False,True,False,False,True,False
192,0.0,2,0,0,False,0,1,True,False,True,False,True,False,False
193,1.0,3,1,0,False,0,0,False,False,True,True,False,False,False
194,1.0,2,1,1,True,0,2,True,False,True,False,False,False,False
195,1.0,1,0,0,True,3,2,False,False,False,False,False,True,False
196,1.0,1,0,0,True,3,3,False,False,False,True,False,False,False
197,0.0,3,0,0,False,1,0,True,True,False,False,True,False,False
198,0.0,3,0,1,False,3,1,True,False,True,False,True,False,False
199,1.0,3,0,0,False,1,0,False,True,False,True,False,False,False
200,0.0,2,0,0,False,1,1,False,False,True,True,False,False,False
201,0.0,3,0,0,False,1,1,True,False,True,False,True,False,False
202,0.0,3,8,2,False,1,3,True,False,True,False,True,False,False
203,0.0,3,0,0,False,2,0,True,False,True,False,True,False,False
204,0.0,3,0,0,False,3,0,True,False,False,False,True,False,False
205,1.0,3,0,0,False,0,1,True,False,True,False,True,False,False
206,0.0,3,0,1,True,0,1,False,False,True,True,False,False,False
207,0.0,3,1,0,False,2,2,True,False,True,False,True,False,False
208,1.0,3,0,0,False,1,2,True,False,False,False,True,False,False
209,1.0,3,0,0,False,0,0,False,True,False,True,False,False,False
210,1.0,1,0,0,True,3,2,True,False,False,False,True,False,False
211,0.0,3,0,0,False,1,0,True,False,True,False,True,False,False
212,1.0,2,0,0,False,2,2,False,False,True,True,False,False,False
213,0.0,3,0,0,False,0,0,True,False,True,False,True,False,False
214,0.0,2,0,0,False,2,1,True,False,True,False,True,False,False
215,0.0,3,1,0,False,1,0,True,True,False,False,True,False,False
216,1.0,1,1,0,True,2,3,False,False,False,True,False,False,False
217,1.0,3,0,0,False,1,1,False,False,True,True,False,False,False
218,0.0,2,1,0,False,3,2,True,False,True,False,True,False,False
219,1.0,1,0,0,True,2,3,False,False,False,True,False,False,False
220,0.0,2,0,0,False,2,1,True,False,True,False,True,False,False
221,1.0,3,0,0,False,0,1,True,False,True,False,True,False,False
222,0.0,2,0,0,False,1,1,True,False,True,False,True,False,False
223,0.0,3,0,0,False,3,1,True,False,True,False,True,False,False
224,0.0,3,0,0,False,1,0,True,False,True,False,True,False,False
225,1.0,1,1,0,True,3,3,True,False,True,False,True,False,False
226,0.0,3,0,0,False,0,1,True,False,True,False,True,False,False
227,1.0,2,0,0,False,0,1,True,False,True,False,True,False,False
228,0.0,3,0,0,False,0,0,True,False,True,False,True,False,False
229,0.0,2,0,0,False,0,1,True,False,True,False,True,False,False
230,0.0,3,3,1,False,1,2,False,False,True,True,False,False,False
231,1.0,1,1,0,True,2,3,False,False,True,False,False,True,False
232,0.0,3,0,0,False,2,0,True,False,True,False,True,False,False
233,0.0,2,0,0,False,3,1,True,False,True,False,True,False,False
234,1.0,3,4,2,False,0,3,False,False,True,True,False,False,False
235,0.0,2,0,0,False,1,1,True,False,True,False,True,False,False
236,0.0,3,0,0,False,1,0,False,False,True,True,False,False,False
237,0.0,2,1,0,False,3,2,True,False,True,False,True,False,False
238,1.0,2,0,2,False,0,2,False,False,True,True,False,False,False
239,0.0,2,0,0,False,0,1,True,False,True,False,True,False,False
240,0.0,2,0,0,False,2,1,True,False,True,False,True,False,False
241,0.0,3,1,0,False,1,1,False,False,False,True,False,False,False
242,1.0,3,1,0,False,1,2,False,True,False,True,False,False,False
243,0.0,2,0,0,False,2,1,True,False,True,False,True,False,False
244,0.0,3,0,0,False,0,0,True,False,True,False,True,False,False
245,0.0,3,0,0,False,2,0,True,False,False,False,True,False,False
246,0.0,1,2,0,True,3,3,True,True,False,False,False,False,True
247,0.0,3,0,0,False,1,0,False,False,True,True,False,False,False
248,1.0,2,0,2,False,1,2,False,False,True,False,False,True,False
249,1.0,1,1,1,True,3,3,True,False,True,False,True,False,False
250,0.0,2,1,0,False,3,2,True,False,True,False,False,False,True
251,0.0,3,0,0,False,1,0,True,False,True,False,True,False,False
252,0.0,3,1,1,True,2,1,False,False,True,False,False,True,False
253,0.0,1,0,0,True,3,2,True,False,True,False,True,False,False
254,0.0,3,1,0,False,2,2,True,False,True,False,True,False,False
255,0.0,3,0,2,False,3,2,False,False,True,False,False,True,False
256,1.0,3,0,2,False,2,2,False,False,False,False,False,True,False
257,1.0,1,0,0,False,1,3,False,False,False,False,False,True,False
258,1.0,1,0,0,True,2,3,False,False,True,True,False,False,False
259,1.0,1,0,0,False,2,3,False,False,False,True,False,False,False
260,1.0,2,0,1,False,3,2,False,False,True,False,False,True,False
261,0.0,3,0,0,False,1,0,True,True,False,False,True,False,False
262,1.0,3,4,2,False,0,3,True,False,True,False,False,False,False
263,0.0,1,1,1,True,3,3,True,False,True,False,True,False,False
264,0.0,1,0,0,True,3,0,True,False,True,False,True,False,False
265,0.0,3,0,0,False,1,0,False,True,False,True,False,False,False
266,0.0,2,0,0,False,3,1,True,False,True,False,True,False,False
267,0.0,3,4,1,False,0,3,True,False,True,False,True,False,False
268,1.0,3,1,0,False,1,0,True,False,True,False,True,False,False
269,1.0,1,0,1,True,3,3,False,False,True,False,False,True,False
270,1.0,1,0,0,True,2,3,False,False,True,True,False,False,False
271,0.0,1,0,0,False,1,2,True,False,True,False,True,False,False
272,1.0,3,0,0,False,1,0,True,False,True,False,True,False,False
273,1.0,2,0,1,False,3,2,False,False,True,False,False,True,False
274,0.0,1,0,1,True,3,2,True,False,False,False,True,False,False
275,1.0,3,0,0,False,1,0,False,True,False,True,False,False,False
276,1.0,1,1,0,True,3,3,False,False,True,True,False,False,False
277,0.0,3,0,0,False,3,0,False,False,True,True,False,False,False
278,0.0,2,0,0,False,1,0,True,False,True,False,True,False,False
279,0.0,3,4,1,False,0,2,True,True,False,False,False,False,False
280,1.0,3,1,1,False,2,2,False,False,True,False,False,True,False
281,0.0,3,0,0,False,3,0,True,True,False,False,True,False,False
282,0.0,3,0,0,False,1,0,True,False,True,False,True,False,False
283,0.0,3,0,0,False,0,1,True,False,True,False,True,False,False
284,1.0,3,0,0,False,0,1,True,False,True,False,True,False,False
285,0.0,1,0,0,True,1,2,True,False,True,False,True,False,False
286,0.0,3,0,0,False,2,1,True,False,False,False,True,False,False
287,1.0,3,0,0,False,2,1,True,False,True,False,True,False,False
288,0.0,3,0,0,False,0,0,True,False,True,False,True,False,False
289,1.0,2,0,0,False,3,1,True,False,True,False,True,False,False
290,1.0,3,0,0,False,0,0,False,True,False,True,False,False,False
291,1.0,1,0,0,False,1,3,False,False,True,True,False,False,False
292,1.0,1,1,0,True,0,3,False,False,False,False,False,True,False
293,0.0,2,0,0,True,3,1,True,False,False,False,True,False,False
294,0.0,3,0,0,False,1,1,False,False,True,True,False,False,False
295,0.0,3,0,0,False,1,0,True,False,True,False,True,False,False
296,0.0,1,0,0,False,1,2,True,False,False,False,True,False,False
297,0.0,3,0,0,False,1,0,True,False,False,False,True,False,False
298,0.0,1,1,2,True,0,3,False,False,True,True,False,False,False
299,1.0,1,0,0,True,1,2,True,False,True,False,True,False,False
300,1.0,1,0,1,True,3,3,False,False,False,False,False,True,False
301,1.0,3,0,0,False,1,0,False,True,False,True,False,False,False
302,1.0,3,2,0,False,1,2,True,True,False,False,True,False,False
303,0.0,3,0,0,False,0,0,True,False,True,False,True,False,False
304,1.0,2,0,0,True,1,1,False,True,False,True,False,False,False
305,0.0,3,0,0,False,1,1,True,False,True,False,True,False,False
306,1.0,1,1,2,True,0,3,True,False,True,False,False,False,False
307,1.0,1,0,0,False,1,3,False,False,False,True,False,False,False
308,1.0,1,1,0,True,0,3,False,False,False,False,False,True,False
309,0.0,2,1,0,False,2,2,True,False,False,False,True,False,False
310,1.0,1,0,0,True,2,3,False,False,False,True,False,False,False
311,1.0,1,0,0,True,1,3,False,False,False,True,False,False,False
312,1.0,1,2,2,True,0,3,False,False,False,True,False,False,False
313,0.0,2,1,1,False,1,2,False,False,True,False,False,True,False
314,0.0,3,0,0,False,1,0,True,False,True,False,True,False,False
315,0.0,2,1,1,False,3,2,True,False,True,False,True,False,False
316,1.0,3,0,0,False,1,0,False,False,True,True,False,False,False
317,1.0,2,1,0,False,1,2,False,False,True,False,False,True,False
318,0.0,2,0,0,False,3,1,True,False,True,False,False,False,True
319,1.0,1,0,2,True,2,3,False,False,True,True,False,False,False
320,1.0,1,1,1,True,3,3,False,False,False,False,False,True,False
321,0.0,3,0,0,False,0,0,True,False,True,False,True,False,False
322,0.0,3,0,0,False,1,0,True,False,True,False,True,False,False
323,1.0,2,0,0,False,2,1,False,True,False,True,False,False,False
324,1.0,2,1,1,False,0,2,False,False,True,False,False,True,False
325,0.0,3,8,2,False,1,3,True,False,True,False,True,False,False
326,1.0,1,0,0,True,3,3,False,False,False,True,False,False,False
327,0.0,3,0,0,False,3,0,True,False,True,False,True,False,False
328,1.0,2,0,0,True,3,1,False,False,True,False,False,True,False
329,1.0,3,1,1,False,2,2,False,False,True,False,False,True,False
330,1.0,1,0,1,True,0,3,False,False,False,True,False,False,False
331,1.0,3,2,0,False,1,2,False,True,False,True,False,False,False
332,0.0,1,0,0,True,3,2,True,False,True,False,True,False,False
333,0.0,1,0,1,True,3,3,True,False,True,False,True,False,False
334,0.0,3,2,0,False,0,2,True,False,True,False,True,False,False
335,1.0,1,1,0,False,1,3,False,False,True,False,False,True,False
336,0.0,3,0,0,False,1,0,True,False,True,False,True,False,False
337,0.0,1,1,0,True,2,3,True,False,True,False,True,False,False
338,1.0,1,0,0,True,3,3,False,False,False,True,False,False,False
339,1.0,3,0,0,False,3,1,True,False,True,False,True,False,False
340,0.0,1,0,0,True,3,3,True,False,True,False,True,False,False
341,1.0,2,1,1,True,0,2,True,False,True,False,False,False,False
342,1.0,1,3,2,True,1,3,False,False,True,True,False,False,False
343,0.0,2,0,0,False,1,1,True,False,True,False,True,False,False
344,0.0,2,0,0,False,1,1,True,False,True,False,True,False,False
345,0.0,2,0,0,False,3,1,True,False,True,False,True,False,False
346,1.0,2,0,0,True,1,1,False,False,True,True,False,False,False
347,1.0,2,0,0,False,3,1,False,False,True,True,False,False,False
348,1.0,3,1,0,False,1,2,False,False,True,False,False,True,False
349,1.0,3,1,1,False,0,2,True,False,True,False,False,False,False
350,0.0,3,0,0,False,3,1,True,False,True,False,True,False,False
351,0.0,3,0,0,False,1,1,True,False,True,False,True,False,False
352,0.0,1,0,0,True,1,3,True,False,True,False,True,False,False
353,0.0,3,1,1,False,0,0,True,False,False,False,True,False,False
354,0.0,3,1,0,False,1,2,True,False,True,False,True,False,False
355,0.0,3,0,0,False,1,0,True,False,False,False,True,False,False
356,0.0,3,0,0,False,1,1,True,False,True,False,True,False,False
357,1.0,1,0,1,True,0,3,False,False,True,True,False,False,False
358,0.0,2,0,0,False,3,1,False,False,True,True,False,False,False
359,1.0,3,0,0,False,1,0,False,True,False,True,False,False,False
360,1.0,3,0,0,False,1,0,False,True,False,True,False,False,False
361,0.0,3,1,4,False,3,2,True,False,True,False,True,False,False
362,0.0,2,1,0,False,2,2,True,False,False,False,True,False,False
363,0.0,3,0,1,False,3,1,False,False,False,False,False,True,False
364,0.0,3,0,0,False,2,0,True,False,True,False,True,False,False
365,0.0,3,1,0,False,1,2,True,True,False,False,True,False,False
366,0.0,3,0,0,False,2,0,True,False,True,False,True,False,False
367,1.0,1,1,0,True,3,3,False,False,False,False,False,True,False
368,1.0,3,0,0,False,1,0,False,False,False,False,False,True,False
369,1.0,3,0,0,False,1,0,False,True,False,True,False,False,False
370,1.0,1,0,0,True,1,3,False,False,False,False,False,True,False
371,1.0,1,1,0,True,1,3,True,False,False,False,True,False,False
372,0.0,3,1,0,False,0,0,True,False,True,False,True,False,False
373,0.0,3,0,0,False,0,1,True,False,True,False,True,False,False
374,0.0,1,0,0,False,0,3,True,False,False,False,True,False,False
375,0.0,3,3,1,False,0,2,False,False,True,True,False,False,False
376,1.0,1,1,0,False,1,3,False,False,False,False,False,True,False
377,1.0,3,0,0,False,0,0,False,False,True,True,False,False,False
378,0.0,1,0,2,True,1,3,True,False,False,False,True,False,False
379,0.0,3,0,0,False,0,0,True,False,False,False,True,False,False
380,0.0,3,0,0,False,0,0,True,False,True,False,True,False,False
381,1.0,1,0,0,False,3,3,False,False,False,True,False,False,False
382,1.0,3,0,2,False,0,2,False,False,False,True,False,False,False
383,0.0,3,0,0,False,2,1,True,False,True,False,True,False,False
384,1.0,1,1,0,False,2,3,False,False,True,False,False,True,False
385,0.0,3,0,0,False,1,0,True,False,True,False,True,False,False
386,0.0,2,0,0,False,0,3,True,False,True,False,True,False,False
387,0.0,3,5,2,False,0,3,True,False,True,False,False,False,False
388,1.0,2,0,0,False,3,1,False,False,True,True,False,False,False
389,0.0,3,0,0,False,1,0,True,True,False,False,True,False,False
390,1.0,2,0,0,False,0,1,False,False,False,True,False,False,False
391,1.0,1,1,2,True,3,3,True,False,True,False,True,False,False
392,1.0,3,0,0,False,0,0,True,False,True,False,True,False,False
393,0.0,3,2,0,False,1,1,True,False,True,False,True,False,False
394,1.0,1,1,0,True,1,3,False,False,False,True,False,False,False
395,1.0,3,0,2,True,1,2,False,False,True,False,False,True,False
396,0.0,3,0,0,False,0,0,True,False,True,False,True,False,False
397,0.0,3,0,0,False,2,0,False,False,True,True,False,False,False
398,0.0,2,0,0,False,3,2,True,False,True,False,True,False,False
399,0.0,2,0,0,False,1,1,True,False,True,False,False,False,True
400,1.0,2,0,0,False,1,1,False,False,True,False,False,True,False
401,1.0,3,0,0,False,3,1,True,False,True,False,True,False,False
402,0.0,3,0,0,False,1,1,True,False,True,False,True,False,False
403,0.0,3,1,0,False,0,1,False,False,True,True,False,False,False
404,0.0,3,1,0,False,1,2,True,False,True,False,True,False,False
405,0.0,3,0,0,False,0,1,False,False,True,True,False,False,False
406,0.0,2,1,0,False,2,2,True,False,True,False,True,False,False
407,0.0,3,0,0,False,3,0,True,False,True,False,True,False,False
408,1.0,2,1,1,False,0,2,True,False,True,False,False,False,False
409,0.0,3,0,0,False,0,0,True,False,True,False,True,False,False
410,0.0,3,3,1,False,1,2,False,False,True,True,False,False,False
411,0.0,3,0,0,False,1,0,True,False,True,False,True,False,False
412,0.0,3,0,0,False,1,0,True,True,False,False,True,False,False
413,1.0,1,1,0,True,2,3,False,True,False,True,False,False,False
414,0.0,2,0,0,False,1,0,True,False,True,False,True,False,False
415,1.0,3,0,0,False,3,1,True,False,True,False,True,False,False
416,0.0,3,0,0,False,1,1,False,False,True,False,False,True,False
417,1.0,2,1,1,False,2,3,False,False,True,False,False,True,False
418,1.0,2,0,2,False,0,1,False,False,True,True,False,False,False
419,0.0,2,0,0,False,2,1,True,False,True,False,True,False,False
420,0.0,3,0,2,False,0,2,False,False,True,True,False,False,False
421,0.0,3,0,0,False,1,0,True,False,False,False,True,False,False
422,0.0,3,0,0,False,0,0,True,True,False,False,True,False,False
423,0.0,3,0,0,False,2,0,True,False,True,False,True,False,False
424,0.0,3,1,1,False,1,1,False,False,True,False,False,True,False
425,0.0,3,1,1,False,0,2,True,False,True,False,True,False,False
426,0.0,3,0,0,False,1,0,True,False,True,False,True,False,False
427,1.0,2,1,0,False,1,2,False,False,True,False,False,True,False
428,1.0,2,0,0,False,0,2,False,False,True,True,False,False,False
429,0.0,3,0,0,False,1,0,True,True,False,False,True,False,False
430,1.0,3,0,0,True,2,1,True,False,True,False,True,False,False
431,1.0,1,0,0,True,1,2,True,False,True,False,True,False,False
